name	In_01	In_03	In_05	In_08	In_15	In_24	In_29	In_41	In_50	In_60
Actimicrobium sp. CCC2.4	0	0	0	0	0	0	0	0	0.0017	0
Undibacterium sp. CCC3.4	0	0	0	0	0	0	0	0	7.4e-4	0
Herminiimonas arsenitoxidans	0	0	0	0	0	0	0	0	6.6e-4	0
Diaphorobacter nitroreducens	0	0	0	0	0	0	0	0	0.03193	0
Diaphorobacter sp. C33	0	0	0	0	0	0	0	0	0.00906	0
Diaphorobacter sp. ED-3	0	0	0	0	0	0	0	0	0.01671	0
Diaphorobacter sp. MNS-0	0	0	0	0	0	0	0	0	0.00637	0
Diaphorobacter sp. JS3050	0	0	0	0	0	0	0	0	0.00997	0
Diaphorobacter sp. JS3051	0	0	0	0	0	0	0	0	0.01568	0
Diaphorobacter sp. HDW4A	0	0	0	0	0	0	0	0	0.0012	0
Diaphorobacter sp. HDW4B	0	0	0	0	0	0	0	0	4.1e-4	0
[Acidovorax] ebreus	0	0	0	0	0	0	0	0	0.00567	0
Variovorax sp. RA8	0	0	0	0	0	0	0	0	0.00194	0
Variovorax sp. HW608	0	0	0	0	0	0	0	0	7e-4	0
Variovorax sp. WDL1	0	0	0	0	0	0	0	0	0.00223	0
Variovorax sp. PAMC26660	0	0	0	0	0	0	0	0	6.2e-4	0
Variovorax sp. PBS-H4	0	0	0	0	0	0	0	0	9.1e-4	0
Variovorax sp. PAMC 28711	0	0	0	0	0	0	0	0	4.5e-4	0
Variovorax boronicumulans	0	0	0	0	0	0	0	0	0.00269	0
Hydrogenophaga sp. BPS33	0	0	0	0	0	0	0	0	0.00236	0
Hydrogenophaga sp. PBC	0	0	0	0	0	0	0	0	0.00124	0
Hydrogenophaga sp. RAC07	0	0	0	0	0	0	0	0	7e-4	0
Hydrogenophaga sp. SNF1	0	0	0	0	0	0	0	0	0.00157	0
Hydrogenophaga crocea	0	0	0	0	0	0	0	0	9.1e-4	0
Rhodoferax koreense	0	0	0	0	0	0	0	0	0.01104	0
Rhodoferax sp. BAB1	0	0	0	0	0	0	0	0	0.00108	0
Rhodoferax sediminis	0	0	0	0	0	0	0	0	6.2e-4	0
Comamonas sp. NLF-1-9	0	0	0	0	0	0	0	0	7e-4	0
Comamonas flocculans	0	0	0	0	0	0	0	0	7.4e-4	0
Comamonas antarctica	0	0	0	0	0	0	0	0	9.1e-4	0
Acidovorax sp. RAC01	0	0	0	0	0	0	0	0	0.00124	0
Acidovorax sp. JMULE5	0	0	0	0	0	0	0	0	5.8e-4	0
Acidovorax sp. KKS102	0	0	0	0	0	0	0	0	7e-4	0
Acidovorax sp. NCPPB 3576	0	0	0	0	0	0	0	0	6.6e-4	0
Acidovorax sp. 5MLIR	0	0	0	0	0	0	0	0	5.4e-4	0
Acidovorax carolinensis	0	0	0	0	0	0	0	0	0.00108	0
Melaminivora suipulveris	0	0	0	0	0	0	0	0	0.00265	0
Melaminivora jejuensis	0	0	0	0	0	0	0	0	9.9e-4	0
Ottowia sp. SB7-C50	0	0	0	0	0	0	0	0	8.3e-4	0
Ottowia oryzae	0	0	0	0	0	0	0	0	5.4e-4	0
Polaromonas naphthalenivorans	0	0	0	0	0	0	0	0	7.4e-4	0
Polaromonas sp. JS666	0	0	0	0	0	0	0	0	7e-4	0
Paracidovorax avenae	0	0	0	0	0	0	0	0	0.00211	0
Paenacidovorax monticola	0	0	0	0	0	0	0	0	0.00112	0
Pulveribacter suum	0	0	0	0	0	0	0	0	5.4e-4	0
Cupriavidus nantongensis	0	0	0	0	0	0	0	0	0.0091	0
Cupriavidus sp. EM10	0	0	0	0	0	0	0	0	0.0012	0
Cupriavidus pauculus	0	0	0	0	0	0	0	0	0.00364	0
Cupriavidus gilardii	0	0	0	0	0	0	0	0	0.00248	0
Cupriavidus campinensis	0	0	0	0	0	0	0	0	0.0017	0
Cupriavidus basilensis	0	0	0	0	0	0	0	0	0.00182	0
Cupriavidus necator	0	0	0	0	0	0	0	0	0.00174	0
Cupriavidus cauae	0	0	0	0	0	0	0	0	0.00112	0
Burkholderia contaminans	0	0	0	0	0	0	0	0	0.00381	0
Burkholderia multivorans	0	0	0	0	0	0	0	0	0.00203	0
Burkholderia ubonensis	0	0	0	0	0	0	0	0	0.0029	0
Burkholderia cepacia	0	0	0	0	0	0	0	0	0.00256	0
Ralstonia syzygii	0	0	0	0	0	0	0	0	0.00451	0
Ralstonia solanacearum	0	0	0	0	0	0	0	0	0.00161	0
Ralstonia mannitolilytica	0	0	0	0	0	0	0	0	0.00132	0
Ralstonia pseudosolanacearum	0	0	0	0	0	0	0	0	0.00182	0
Pandoraea pulmonicola	0	0	0	0	0	0	0	0	0.00132	0
Caballeronia insecticola	0	0	0	0	0	0	0	0	7e-4	0
Mycetohabitans rhizoxinica	0	0	0	0	0	0	0	0	5.4e-4	0
Roseateles sp. DAIF2	0	0	0	0	0	0	0	0	0.00476	0
Mitsuaria sp. 7	0	0	0	0	0	0	0	0	0.00153	0
Paucibacter sp. S2-9	0	0	0	0	0	0	0	0	0.00124	0
Roseateles sp. SL47	0	0	0	0	0	0	0	0	9.1e-4	0
Paucibacter aquatile	0	0	0	0	0	0	0	0	0.00108	0
uncultured Roseateles sp.	0	0	0	0	0	0	0	0	9.1e-4	0
Roseateles depolymerans	0	0	0	0	0	0	0	0	7.9e-4	0
Roseateles amylovorans	0	0	0	0	0	0	0	0	7e-4	0
Caldimonas thermodepolymerans	0	0	0	0	0	0	0	0	0.00352	0
Caldimonas brevitalea	0	0	0	0	0	0	0	0	0.00203	0
Schlegelella aquatica	0	0	0	0	0	0	0	0	0.0017	0
Piscinibacter sp. XHJ-5	0	0	0	0	0	0	0	0	0.00165	0
Sphaerotilus sp. FB-5	0	0	0	0	0	0	0	0	0.00393	0
Aquincola tertiaricarbonis	0	0	0	0	0	0	0	0	0.00335	0
Methylibium sp. Pch-M	0	0	0	0	0	0	0	0	0.00149	0
Methylibium petroleiphilum	0	0	0	0	0	0	0	0	9.9e-4	0
Ideonella dechloratans	0	0	0	0	0	0	0	0	0.00368	0
Rubrivivax gelatinosus	0	0	0	0	0	0	0	0	0.00248	0
Leptothrix cholodnii	0	0	0	0	0	0	0	0	0.00203	0
Inhella inkyongensis	0	0	0	0	0	0	0	0	7.4e-4	0
Achromobacter mucicolens	0	0	0	0	0	0	0	0	0.01084	0
Achromobacter sp. ES-001	0	0	0	0	0	0	0	0	0.00513	0
Achromobacter sp. 77	0	0	0	0	0	0	0	0	0.00203	0
Achromobacter ruhlandii	0	0	0	0	0	0	0	0	0.00343	0
Achromobacter deleyi	0	0	0	0	0	0	0	0	0.00227	0
Achromobacter spanius	0	0	0	0	0	0	0	0	0.00136	0
Bordetella hinzii	0	0	0	0	0	0	0	0	0.0012	0
Bordetella bronchialis	0	0	0	0	0	0	0	0	5.4e-4	0
Orrella dioscoreae	0	0	0	0	0	0	0	0	9.9e-4	0
Castellaniella defragrans	0	0	0	0	0	0	0	0	6.6e-4	0
Aquabacterium sp. J223	0	0	0	0	0	0	0	0	0.00633	0
Eleftheria terrae	0	0	0	0	0	0	0	0	0.0019	0
Rhizobacter sp. AJA081-3	0	0	0	0	0	0	0	0	0.00194	0
Xylophilus rhododendri	0	0	0	0	0	0	0	0	0.00108	0
Xylophilus sp. GOD-11R	0	0	0	0	0	0	0	0	7e-4	0
Azoarcus sp. DD4	0	0	0	0	0	0	0	0	9.9e-4	0
Aromatoleum aromaticum	0	0	0	0	0	0	0	0	9.1e-4	0
Aquaspirillum sp. LM1	0	0	0	0	0	0	0	0	0.00199	0
Chitiniphilus sp. CD1	0	0	0	0	0	0	0	0	5.4e-4	0
Ferriphaselus amnicola	0	0	0	0	0	0	0	0	0.00132	0
Sulfuritalea hydrogenivorans	0	0	0	0	0	0	0	0	5e-4	0
Rhizobium rhizoryzae	0	0	0	0	0	0	0	0	0.00269	0
Shinella sp. XGS7	0	0	0	0	0	0	0	0	0.01075	0
Shinella sp. PSBB067	0	0	0	0	0	0	0	0	0.00132	0
Shinella zoogloeoides	0	0	0	0	0	0	0	0	0.00459	0
Bradyrhizobium sp. WD16	0	0	0	0	0	0	0	0	0.00327	0
Bradyrhizobium cosmicum	0	0	0	0	0	0	0	0	0.00542	0
Devosia sp. A16	0	0	0	0	0	0	0	0	0.00112	0
Stappia indica	0	0	0	0	0	0	0	0	0.00298	0
Brevundimonas sp.	0	0	0	0	0	0	0	0	0.00244	0
Brevundimonas sp. NCCP 15609	0	0	0	0	0	0	0	0	0.00194	0
Brevundimonas naejangsanensis	0	0	0	0	0	0	0	0	0.00207	0
Brevundimonas pondensis	0	0	0	0	0	0	0	0	0.00141	0
Brevundimonas subvibrioides	0	0	0	0	0	0	0	0	5.8e-4	0
Brevundimonas diminuta	0	0	0	0	0	0	0	0	0.00112	0
Caulobacter sp. NIBR2454	0	0	0	0	0	0	0	0	0.00116	0
Caulobacter sp. S6	0	0	0	0	0	0	0	0	6.6e-4	0
Caulobacter sp. NIBR1757	0	0	0	0	0	0	0	0	5e-4	0
Caulobacter mirabilis	0	0	0	0	0	0	0	0	7.9e-4	0
Caulobacter vibrioides	0	0	0	0	0	0	0	0	9.5e-4	0
Sphingomonas sp.	0	0	0	0	0	0	0	0	0.00339	0
Sphingomonas changnyeongensis	0	0	0	0	0	0	0	0	6.2e-4	0
Sphingomonas profundi	0	0	0	0	0	0	0	0	6.6e-4	0
Novosphingobium sp. THN1	0	0	0	0	0	0	0	0	0.00472	0
Novosphingobium sp. ES2-1	0	0	0	0	0	0	0	0	0.00128	0
Novosphingobium sp. EMRT-2	0	0	0	0	0	0	0	0	0.00103	0
Novosphingobium aromaticivorans	0	0	0	0	0	0	0	0	0.00443	0
Sphingobium yanoikuyae	0	0	0	0	0	0	0	0	0.00691	0
Sphingopyxis sp. EG6	0	0	0	0	0	0	0	0	0.00199	0
Sphingopyxis macrogoltabida	0	0	0	0	0	0	0	0	7.4e-4	0
Magnetospirillum gryphiswaldense	0	0	0	0	0	0	0	0	0.00902	0
Magnetospirillum sp. ME-1	0	0	0	0	0	0	0	0	0.00397	0
Magnetospirillum sp. XM-1	0	0	0	0	0	0	0	0	0.00306	0
Azospirillum sp. TSA2s	0	0	0	0	0	0	0	0	0.00248	0
Azospirillum sp. B510	0	0	0	0	0	0	0	0	7.4e-4	0
Azospirillum sp. TSH100	0	0	0	0	0	0	0	0	7e-4	0
Azospirillum ramasamyi	0	0	0	0	0	0	0	0	0.00157	0
Azospirillum lipoferum	0	0	0	0	0	0	0	0	0.00161	0
Azospirillum humicireducens	0	0	0	0	0	0	0	0	9.5e-4	0
Azospirillum brasilense	0	0	0	0	0	0	0	0	0.00132	0
Azospirillum thiophilum	0	0	0	0	0	0	0	0	5.8e-4	0
Indioceanicola profundi	0	0	0	0	0	0	0	0	7.9e-4	0
Roseomonas marmotae	0	0	0	0	0	0	0	0	7.4e-4	0
Lichenicola cladoniae	0	0	0	0	0	0	0	0	9.9e-4	0
Paramagnetospirillum magneticum	0	0	0	0	0	0	0	0	0.00269	0
Thermomonas carbonis	0	0	0	0	0	0	0	0	5.8e-4	0
Xanthomonas citri	0	0	0	0	0	0	0	0	0.00467	0
Pseudomonas sp. FP818	0	0	0	0	0	0	0	0	0.01369	0
Pseudomonas sp. 15A4	0	0	0	0	0	0	0	0	0.00199	0
Pseudomonas entomophila	0	0	0	0	0	0	0	0	0.00389	0
Pseudomonas chlororaphis	0	0	0	0	0	0	0	0	0.00165	0
Halomonas sp. THAF5a	0	0	0	0	0	0	0	0	0.00306	0
Kushneria marisflavi	0	0	0	0	0	0	0	0	0.00211	0
Enterobacter huaxiensis	0	0	0	0	0	0	0	0	0.00265	0
Marichromatium purpuratum	0	0	0	0	0	0	0	0	0.00215	0
Microcella flavibacter	0	0	0	0	0	0	0	0	0.00393	0
Microcella daejeonensis	0	0	0	0	0	0	0	0	0.00232	0
Microcella humidisoli	0	0	0	0	0	0	0	0	0.00141	0
Microcella alkaliphila	0	0	0	0	0	0	0	0	5.4e-4	0
Clavibacter capsici	0	0	0	0	0	0	0	0	0.00517	0
Clavibacter phaseoli	0	0	0	0	0	0	0	0	0.00128	0
Leucobacter muris	0	0	0	0	0	0	0	0	0.0012	0
Leifsonia sp. ZF2019	0	0	0	0	0	0	0	0	7.4e-4	0
Nocardia yamanashiensis	0	0	0	0	0	0	0	0	0.00236	0
Mycolicibacterium austroafricanum	0	0	0	0	0	0	0	0	0.00248	0
Mycobacterium basiliense	0	0	0	0	0	0	0	0	0.00335	0
Streptomyces sp. WA6-1-16	0	0	0	0	0	0	0	0	0.00455	0
Streptomyces sp. W1SF4	0	0	0	0	0	0	0	0	0.00136	0
Streptomyces roseicoloratus	0	0	0	0	0	0	0	0	0.00199	0
Micromonospora sp. WMMA2032	0	0	0	0	0	0	0	0	0.00248	0
Micromonospora purpureochromogenes	0	0	0	0	0	0	0	0	0.00165	0
Nocardiopsis gilva	0	0	0	0	0	0	0	0	7.4e-4	0
Deinococcus irradiatisoli	0	0	0	0	0	0	0	0	0.00128	0
Myxococcus sp. SDU36	0	0	0	0	0	0	0	0	0.00269	0
Myxococcus sp. MxC21-1	0	0	0	0	0	0	0	0	0.00112	0
Myxococcus landrumus	0	0	0	0	0	0	0	0	0.00227	0
Myxococcus xanthus	0	0	0	0	0	0	0	0	0.00505	0
Corallococcus sp. EGB	0	0	0	0	0	0	0	0	0.00199	0
Corallococcus sp. NCRR	0	0	0	0	0	0	0	0	0.00124	0
Anaeromyxobacter sp. Fw109-5	0	0	0	0	0	0	0	0	5.8e-4	0
Anaeromyxobacter dehalogenans	0	0	0	0	0	0	0	0	0.00103	0
Vulgatibacter incomptus	0	0	0	0	0	0	0	0	7.9e-4	0
Chondromyces crocatus	0	0	0	0	0	0	0	0	6.6e-4	0
Chryseobacterium daecheongense	0	0	0	0	0	0	0	0	0.00203	0
Spirosoma rhododendri	0	0	0	0	0	0	0	0	7.4e-4	0
Peredibacter starrii	0	0	0	0	0	0	0	0	0.00579	0
Bdellovibrio sp. NC01	0	0	0	0	0	0	0	0	8.3e-4	0
Bdellovibrio sp. 22V	0	0	0	0	0	0	0	0	5.8e-4	0
Bdellovibrio reynosensis	0	0	0	0	0	0	0	0	7e-4	0
Bdellovibrio bacteriovorus	0	0	0	0	0	0	0	0	4.5e-4	0
Lignipirellula cremea	0	0	0	0	0	0	0	0	0.00161	0
Candidatus Mycosynbacter amalyticus	0	0	0	0	0	0	0	0	7.4e-4	0
Leishmania donovani	0	0	0	0	0	0	0	0	0.00318	0
Acidianus sp. HS-5	0	0	0	0	0	0	0	0	0.00207	0
